"Drug name"	"Active ingredient"	"Approval Date"	"Indication"	"Study ID"	"Study type"	"original_duration_years"	"Study classification"	"Neonate"	"Infant"	"Early childhood"	"Late childhood"	"Adolescent"	"Unspecified"	"ATC_category"	"BLA"	"Study report submission due date"	"Submission date"	"Status of current PMR"	"New PMR #2"	"New PMR replacing superseded PMR"	"PREA labeling change type"
"Zegalogue"	"dasiglucagon"	2021-03-22	"To treat severe hypoglycemia"	"PMR 4034-1"	NA	2.5242984257358	"efficacy"	"N"	"Y"	"Y"	"N"	"N"	"N"	"Other"	"N"	2023-09-30	NA	"Delayed"	NA	NA	"NONE"
"Zynlonta"	"loncastuximab tesirine-lpyl"	2021-04-23	"To treat certain types of relapsed or refractory large B-cell lymphoma"	"PMR 4029-2"	NA	7.27173169062286	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"761196"	2028-07-31	NA	"Delayed"	NA	NA	"NONE"
"Azstarys"	"serdexmethylphenidate and
dexmethylphenidate"	2021-03-02	"To treat attention deficit hyperactivity disorder"	"PMR 3980-1"	NA	1.83162217659138	"efficacy"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Nervous system"	"N"	2022-12-31	NA	"Pending"	NA	"3980-3"	"NONE"
"Azstarys"	NA	2021-03-02	NA	"PMR 3980-2"	NA	2.83093771389459	"safety"	"N"	"N"	"Y"	"N"	"N"	"N"	"Nervous system"	"N"	2023-12-31	NA	"Pending"	NA	"3980-4"	NA
"Qelbree"	"viloxazine"	2021-04-02	"To treat attention deficit hyperactivity disorder"	"PMR 3942-1"	NA	1.49486652977413	"efficacy"	"N"	"N"	"Y"	"N"	"N"	"N"	"Nervous system"	"N"	2022-09-30	NA	"Delayed"	NA	NA	"NONE"
"Qelbree"	NA	2021-04-02	NA	"PMR 3942-2"	NA	1.99315537303217	"safety"	"N"	"N"	"Y"	"N"	"N"	"N"	"Nervous system"	"N"	2023-03-31	NA	"Delayed"	NA	NA	NA
"Tivdak"	"tisotumab vedotin-tftv"	2021-09-20	"To treat recurrent or metastatic cervical cancer with disease progression on or after chemotherapy"	"PMR 4131-3"	NA	8.27926078028747	"safety"	"N"	"N"	"N"	"N"	"N"	"Y"	"Antineoplastic agents"	"761208"	2029-12-31	NA	"Pending"	NA	NA	"NONE"
"Leqvio"	"inclisiran"	2021-12-22	"To treat heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease as an add-on therapy"	"PMR 4186-1"	NA	4.02464065708419	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Other"	"N"	2025-12-31	NA	"Ongoing"	NA	NA	"NONE"
"Leqvio"	NA	2021-12-22	NA	"PMR 4186-2"	NA	6.02327173169062	"efficacy"	"N"	"N"	"N"	"Y"	"N"	"N"	"Other"	"N"	2027-12-31	NA	"Delayed"	NA	NA	NA
"Verquvo"	"vericiguat"	2021-01-19	"To mitigate the risk of cardiovascular death and hospitalization for chronic heart failure"	"PMR 4001-2"	NA	6.77891854893908	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Other"	"N"	2027-10-31	NA	"Released"	NA	NA	"NONE"
"Lupkynis"	"voclosporin"	2021-01-22	"To treat lupus nephritis"	"PMR 4007-1"	NA	4.435318275154	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2025-06-30	NA	"Ongoing"	NA	NA	"NONE"
"Lupkynis"	NA	2021-01-22	NA	"PMR 4007-2"	NA	10.4339493497604	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2031-06-30	NA	"Ongoing"	NA	NA	NA
"Tezspire"	"tezepelumab-ekko"	2021-12-17	"To treat severe asthma as an add-on maintenance therapy"	"PMR 4188-1"	NA	2.45311430527036	"PK"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Other"	"761224"	2024-05-31	2023-02-13	"Fulfilled"	NA	NA	"NONE"
"Tezspire"	NA	2021-12-17	NA	"PMR 4188-2"	NA	6.78713210130048	"efficacy"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Other"	"761224"	2028-09-30	NA	"Pending"	NA	NA	NA
"Tezspire"	NA	2021-12-17	NA	"PMR 4188-3"	NA	14.7871321013005	"efficacy"	"N"	"N"	"Y"	"N"	"N"	"N"	"Other"	"761224"	2036-09-30	NA	"Pending"	NA	NA	NA
"Qulipta"	"atogepant"	2021-09-28	"To prevent episodic migraines"	"PMR 4152-2"	NA	8.41889117043121	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2030-02-28	NA	"Pending"	NA	NA	"NONE"
"Qulipta"	NA	2021-09-28	NA	"PMR 4152-3"	NA	8.41889117043121	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2030-02-28	NA	"Released"	NA	NA	NA
"Cabenuva"	"cabotegravir and rilpivirine (co-packaged)"	2021-01-21	"To treat HIV"	"PMR 3998-1"	NA	2.02600958247776	"safety"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2023-01-31	2024-03-21	"Fulfilled"	NA	NA	"addition of pediatric approval"
"Cabenuva"	NA	2021-01-21	NA	"PMR 3998-2"	NA	2.94045174537988	"safety"	"N"	"N"	"Y"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2023-12-31	NA	"Delayed"	NA	NA	NA
"Cabenuva"	NA	2021-01-21	NA	"PMR 3998-3"	NA	5.43737166324435	"safety"	"N"	"N"	"Y"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2026-06-30	NA	"Pending"	NA	NA	NA
"Lybalvi"	"olanzapine and samidorphan"	2021-05-28	"To treat schizophrenia and certain aspects of bipolar I disorder"	"PMR 3907-1"	NA	3.59479808350445	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2024-12-31	NA	"Pending"	NA	NA	"NONE"
"Lybalvi"	NA	2021-05-28	NA	"PMR 3905-1"	NA	5.83983572895277	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2027-03-31	NA	"Pending"	NA	"3905-4"	NA
"Lybalvi"	NA	2021-05-28	NA	"PMR 3905-2"	NA	6.84188911704312	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2028-03-31	NA	"Ongoing"	NA	NA	NA
"Adbry"	"tralokinumab-ldrm"	2021-12-27	"To treat moderate-to-severe atopic dermatitis"	"PMR 4015-1"	NA	0.254620123203285	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Other"	"761180"	2022-03-30	2022-01-14	"Fulfilled"	NA	NA	"addition of pediatric approval"
"Adbry"	NA	2021-12-27	NA	"PMR 4015-2"	NA	4.25735797399042	"safety"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Other"	"761180"	2026-03-31	NA	"Ongoing"	NA	NA	NA
"Adbry"	NA	2021-12-27	NA	"PMR 4015-3"	NA	5.75770020533881	"efficacy"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Other"	"761180"	2027-09-30	NA	"Pending"	NA	NA	NA
"Adbry"	NA	2021-12-27	NA	"PMR 4015-4"	NA	7.50718685831622	"efficacy"	"N"	"Y"	"N"	"N"	"N"	"N"	"Other"	"761180"	2029-06-30	NA	"Pending"	NA	NA	NA
"Quviviq"	"daridorexant"	2022-01-07	"To treat insomnia"	"PMR 4150-5"	NA	2.8145106091718	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2024-10-31	NA	"Pending"	NA	NA	"NONE"
"Quviviq"	NA	2022-01-07	NA	"PMR 4150-6"	NA	6.31074606433949	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2028-04-30	NA	"Pending"	NA	NA	NA
"Quviviq"	NA	2022-01-07	NA	"PMR 4150-7"	NA	7.06639288158795	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2029-01-31	NA	"Pending"	NA	NA	NA
"Cibinqo"	"abrocitinib"	2022-01-14	"To treat refractory, moderate-to-severe atopic dermatitis"	"PMR 4217-1"	NA	7.04722792607803	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Other"	"N"	2029-01-31	2022-05-09	"Fulfilled"	NA	NA	"addition of pediatric approval"
"Cibinqo"	NA	2022-01-14	NA	"PMR 4217-2"	NA	8.96098562628337	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Other"	"N"	2030-12-31	NA	"Pending"	NA	NA	NA
"Opdualag"	"nivolumab and relatlimab-rmbw"	2022-03-18	"To treat unresectable or metastatic melanoma"	"PMR 4222-1"	NA	6.53798767967146	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"761234"	2028-09-30	NA	"Ongoing"	NA	NA	"NONE"
"Opdualag"	NA	2022-03-18	NA	"PMR 4222-2"	NA	6.95140314852841	"PK"	"N"	"N"	"N"	"N"	"N"	"Y"	"Antineoplastic agents"	"761234"	2029-02-28	NA	"Pending"	NA	NA	NA
"Mounjaro"	"tirzepatide"	2022-05-13	"To improve blood sugar control in diabetes, in addition to diet and exercise Press Release"	"PMR 4271-1"	NA	6.38466803559206	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2028-09-30	NA	"Ongoing"	NA	NA	"NONE"
"Vtama"	"tapinarof"	2022-05-23	"To treat plaque psoriasis"	"PMR 4283-1"	NA	2.85557837097878	"safety"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Other"	"N"	2025-03-31	NA	"Delayed"	NA	NA	"NONE"
"Rolvedon"	"eflapegrastim"	2022-09-09	"To decrease the incidence of infection in patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs associated with clinically significant incidence of febrile neutropenia"	"PMR 3891-1"	NA	3.31006160164271	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761148"	2025-12-31	NA	"Ongoing"	NA	NA	"NONE"
"Rolvedon"	NA	2022-09-09	NA	"PMR 3891-2"	NA	2.31074606433949	"PK"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761148"	2024-12-31	NA	"Ongoing"	NA	NA	NA
"Sotyktu"	"deucravacitinib"	2022-09-09	"To treat moderate-to-severe plaque psoriasis"	"PMR 4336-1"	NA	7.31006160164271	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2029-12-31	NA	"Delayed"	NA	NA	"NONE"
"Sotyktu"	NA	2022-09-09	NA	"PMR 4336-2"	NA	13.5578370978782	"efficacy"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Immunomodulating agents"	"N"	2036-03-31	NA	"Pending"	NA	NA	NA
"Elucirem"	"gadopiclenol"	2022-09-21	"To detect and visualize lesions, together with MRI, with abnormal vascularity in the central nervous system and the body"	"PMR 4341-1"	NA	1.27583846680356	"safety"	"Y"	"Y"	"N"	"N"	"N"	"N"	"Other"	"N"	2023-12-31	NA	"Ongoing"	NA	NA	"NONE"
"Lytgobi"	"futibatinib"	2022-09-30	"To treat intrahepatic cholangiocarcinoma harboring fibroblast growth factor receptor 2 (FGFR2) gene fusions or other rearrangements"	"PMR 4345-2"	NA	8.25188227241615	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2030-12-31	NA	"Pending"	NA	"4345-10"	"NONE"
"Imjudo"	"tremelimumab"	2022-10-21	"To treat unresectable hepatocellular carcinoma"	"PMR 4333-1"	NA	2.19575633127995	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"761289"	2024-12-31	2023-12-08	"Fulfilled"	NA	"4333-6"	"NONE"
"Tzield"	"teplizumab-mzwv"	2022-11-18	"To delay the onset of stage 3 type 1 diabetesPress Release"	"PMR 4359-1"	NA	4.44626967830253	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"761183"	2027-04-30	NA	"Ongoing"	NA	NA	"NONE"
"Rezlidhia"	"olutasidenib"	2022-12-01	"To treat adults with relapsed or refractory acute myeloid leukemia with a susceptible isocitrate dehydrogenase-1 (IDH1) mutation"	"PMR 4371-1"	NA	6.16837782340862	"safety"	"N"	"N"	"N"	"N"	"Y"	"N"	"Antineoplastic agents"	"N"	2029-01-31	NA	"Delayed"	NA	NA	"NONE"
"Sunlenca"	"lenacapavir"	2022-12-22	"To treat adults with HIV whose HIV infections cannot be successfully treated with other available treatments due to resistance, intolerance, or safety considerations"	"PMR 4351-1"	NA	4.77207392197125	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2027-09-30	NA	"Ongoing"	NA	NA	"NONE"
"Xenoview"	"hyperpolarized Xe-129"	2022-12-23	"To evaluate pulmonary function and imaging"	"PMR 4324-1"	NA	1.60438056125941	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Other"	"N"	2024-07-31	NA	"Pending"	NA	NA	"NONE"
"Briumvi"	"ublituximab-xiiy"	2022-12-28	"To treat relapsing forms of multiple sclerosis"	"PMR 4337-2"	NA	8.0082135523614	"efficacy"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Immunomodulating agents"	"761238"	2030-12-31	NA	"Pending"	NA	"4337-11"	"NONE"
"Augtyro"	"repotrectinib"	2023-11-15	"Treatment of adult patients with locally advanced or metastatic ROS1-positive non-small cell lung cancer (NSCLC)."	"PMR 4547-1"	NA	3.37303216974675	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2027-03-31	NA	"Pending"	NA	NA	"NONE"
"Bimzelx"	"bimekizumab"	2023-10-17	"Treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy or phototherapy."	"PMR 4268-1"	NA	2.20670773442847	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761151"	2025-12-31	NA	"Pending"	NA	NA	"NONE"
"Bimzelx"	NA	2023-10-17	NA	"PMR 4268-2"	NA	7.86858316221766	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761151"	2031-08-30	NA	"Pending"	NA	NA	NA
"Brenzavvy"	"Per FDA letter dated 06/02/2023, this PMR has been released."	2023-01-20	"Adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus."	"PMR 4296-1"	NA	8.77754962354552	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2031-10-31	NA	"Delayed"	NA	"PMR 4296-4"	"NONE"
"Columvi"	"glofitamab-gxbm"	2023-06-15	"Treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified (DLBCL, NOS) or large B-cell lymphoma (LBCL) arising from follicular lymphoma, after two or more lines of systemic therapy."	"PMR 4464-2"	NA	5.04312114989733	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"761309"	2028-06-30	NA	"Pending"	NA	NA	"NONE"
"Defencath"	"taurolidine, heparin"	2023-11-15	"To reduce the incidence of catheter-related bloodstream infections (CRBSI) in adult patients with kidney failure receiving chronic hemodialysis (HD) through a central venous catheter (CVC)."	"PMR 4028-1"	NA	4.62422997946612	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2028-06-30	NA	"Pending"	NA	NA	"NONE"
"Elfabrio"	"pegunigalsidase alfa-iwxj"	2023-05-09	"Treatment of adults with confirmed Fabry disease."	"PMR 3972-1"	NA	3.73169062286105	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"761161"	2027-01-31	NA	"Pending"	NA	NA	"NONE"
"Epkinly"	"epcoritamab-bysp"	2023-05-19	"Treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), not otherwise specified, including DLBCL arising from indolent lymphoma, and high-grade B-cell lymphoma after two or more lines of systemic therapy"	"PMR 4435-2"	NA	6.03422313483915	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"761324"	2029-05-31	NA	"Pending"	NA	NA	"NONE"
"Jesduvroq"	"daprodustat"	2023-02-01	"Treatment of anemia due to chronic kidney disease in adults who have been receiving dialysis for at least four months."	"PMR 4400-1"	NA	7.07460643394935	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2030-02-28	NA	"Pending"	NA	NA	"NONE"
"Litfulo"	"ritlecitinib"	2023-06-23	"Severe alopecia areata in adults and adolescents 12 years and older"	"PMR 4463-1"	NA	7.52361396303901	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2030-12-31	NA	"Pending"	NA	NA	"NONE"
"Litfulo"	NA	2023-06-23	NA	"PMR 4463-2"	NA	4.43805612594114	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2027-11-30	NA	"Pending"	NA	NA	NA
"Litfulo"	NA	2023-06-23	NA	"PMR 4463-3"	NA	1.19096509240246	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2024-08-31	NA	"Ongoing"	NA	NA	NA
"Ogsiveo"	"nirogacestat hydrobromide"	2023-11-27	"Indicated for adult patients with progressing desmoid tumors who require systemic treatment."	"PMR 4550-1"	NA	2.84188911704312	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2026-09-30	NA	"Released"	NA	NA	"NONE"
"Paxlovid"	"nirmatrelvir, ritonavir"	2023-05-25	"Treatment of mild-to-moderate coronavirus disease 2019 (COVID-19) in adults who are at high risk for progression to severe COVID-19, including hospitalization or death."	"PMR 4392-1"	NA	1.60438056125941	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2024-12-31	NA	"Ongoing"	NA	NA	"NONE"
"Paxlovid"	NA	2023-05-25	NA	"PMR 4392-2"	NA	2.43668720054757	"safety"	"N"	"N"	"Y"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2025-10-31	NA	"Pending"	NA	NA	NA
"Paxlovid"	NA	2023-05-25	NA	"PMR 4392-3"	NA	3.43600273785079	"safety"	"Y"	"Y"	"N"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2026-10-31	NA	"Pending"	NA	NA	NA
"Ryzneuta"	"efbemalenograstim alfa-vuxw"	2023-11-16	"To decrease the incidence of infection, as manifested by febrile neutropenia, in adult patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs associated with a clinically significant incidence of febrile neutropenia."	"PMR 4530-1"	NA	5.12525667351129	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761134"	2028-12-31	NA	"Pending"	NA	NA	"NONE"
"Ryzneuta"	NA	2023-11-16	NA	"PMR 4530-2"	NA	2.12457221081451	"PK"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761134"	2025-12-31	NA	"Pending"	NA	NA	NA
"Truqap"	"capivasertib"	2023-11-16	"Indicated, in combination with fulvestrant for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer with one or more PIK3CA/AKT1/PTEN-alterations as detected by an FDA-approved test following progression on at least one endocrine-based regimen in the metastatic setting or recurrence on or within 12 months of completing adjuvant therapy."	"PMR 4548-1"	NA	4.70636550308008	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2028-07-31	NA	"Pending"	NA	NA	"NONE"
"Truqap"	NA	2023-11-16	NA	"PMR 4548-2"	NA	5.6208076659822	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2029-06-30	NA	"Pending"	NA	NA	NA
"Vanflyta"	"quizartinib"	2023-07-20	"In combination with standard cytarabine and anthracycline induction and cytarabine consolidation, and as maintenance monotherapy following consolidation chemotherapy, for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 internal tandem duplication (ITD)-positive as detected by an FDA-approved test"	"PMR 4467-1"	NA	7.61122518822724	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2031-02-28	NA	"Ongoing"	NA	NA	"NONE"
"Velsipity"	"etrasimod"	2023-10-12	"Indicated for the treatment of moderately to severely active ulcerative colitis in adults."	"PMR 4499-1"	NA	2.63381245722108	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2026-05-31	NA	"Ongoing"	NA	NA	"NONE"
"Velsipity"	NA	2023-10-12	NA	"PMR 4499-2"	NA	4.8870636550308	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2028-08-31	NA	"Pending"	NA	NA	NA
"Xacduro"	"sulbactam, durlobactam"	2023-05-23	"Indicated in patients 18 years of age and older for the treatment of hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP), caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex."	"PMR 4452-1"	NA	5.52498288843258	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2028-11-30	NA	"Pending"	NA	NA	"NONE"
"Zavzpret"	"zavegepant"	2023-03-09	"Acute treatment of migraine with or without aura in adults."	"PMR 4408-2"	NA	9.73032169746749	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2032-11-30	NA	"Pending"	NA	NA	"NONE"
"Zavzpret"	NA	2023-03-09	NA	"PMR 4408-3"	NA	9.73032169746749	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2032-11-30	NA	"Pending"	NA	NA	NA
"Zavzpret"	NA	2023-03-09	NA	"PMR 4408-4"	NA	9.73032169746749	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2032-11-30	NA	"Pending"	NA	NA	NA
"Zurzuvae"	"zuranolone"	2023-08-04	"Treatment of postpartum depression (PPD) in adults."	"PMR 4484-1"	NA	1.24298425735797	"PK"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"N"	2024-10-31	NA	"Pending"	NA	NA	"NONE"
